Site,Code site,Branche,Chargé d'exploitation,Energie,Semaine de l'alerte,Mois de l'alerte,Date d'envoi de l'alerte au client ,Client alerté,Chargé d'analyse BO ,Période Talon ,Talon ref ,Début surconsommation ,Fin surconsommation ,Talon surconso identifié,DP Surconso (kW),Nb d'heures,Nb nuits/jours concernés,Impact conso (kWh),Type d'impact,% Surconso,Période d'alerte,Type de surconso,Catégorie
CARCASSONNE,MO0173,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-22,2023-03-23,50,25.0,3.0,1,75.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
CAUMARTIN,MO1119,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,110,2023-03-19,2023-03-21,120,10.0,2.0,2,40.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
CAUMARTIN,MO1119,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,110,2023-03-21,2023-03-25,125,15.0,2.0,4,120.0,Récurrent,0.13636363636363635,Nuit,Impact Client,CVC
CREPY,MO0100,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-19,2023-03-26,55,5.0,1.0,7,35.0,Récurrent,0.1,Nuit,Impact Client,CVC
EPINAL,MO2914,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-22,2023-03-23,45,10.0,1.0,1,10.0,Récurrent,0.2857142857142857,Nuit,A définir, 
EPINAL,MO2914,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-23,2023-03-24,50,15.0,2.0,1,30.0,Récurrent,0.42857142857142855,Nuit,Impact Client,Eclairage
GAGNY,MO0131,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-22,2023-03-24,40,5.0,2.0,2,20.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
LISIEUX ALI,MO0263,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-19,2023-03-20,40,5.0,8.0,1,40.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
LISIEUX ALI,MO0263,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-20,2023-03-22,65,30.0,4.0,2,240.0,Récurrent,0.8571428571428571,Nuit,Impact Client,Eclairage
LISIEUX ALI,MO0263,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-20,2023-03-22,40,5.0,4.0,2,40.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
LISIEUX ALI,MO0263,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-22,2023-03-26,40,5.0,8.0,4,160.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
MARSEILLE BLANCARDE,MO2719,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-19,2023-03-26,35,5.0,1.0,7,35.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
PERPIGNAN,MO0164,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-20,30,5.0,8.0,1,40.0,Récurrent,0.2,Nuit,Impact Client,CVC
PERPIGNAN,MO0164,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-22,2023-03-23,30,5.0,3.0,1,15.0,Récurrent,0.2,Nuit,Impact Client,CVC
PORTE DE CHATILLON,MO0193,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,125,2023-03-23,2023-03-24,240,115.0,3.0,1,345.0,Récurrent,0.92,Nuit,Impact Client,Eclairage
ROCHEFORT,MO2502,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-21,30,5.0,2.0,2,20.0,Récurrent,0.2,Nuit,Impact Client,CVC
ROCHEFORT,MO2502,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-21,2023-03-26,30,5.0,3.0,5,75.0,Récurrent,0.2,Nuit,Impact Client,CVC
ROUEN,MO0070,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-19,2023-03-20,70,5.0,2.0,1,10.0,Récurrent,0.07692307692307693,Nuit,Impact Client,CVC
ROUEN,MO0070,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-20,2023-03-21,70,5.0,7.0,1,35.0,Récurrent,0.07692307692307693,Nuit,Impact Client,CVC
ROUEN,MO0070,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-21,2023-03-25,70,5.0,3.0,4,60.0,Récurrent,0.07692307692307693,Nuit,Impact Client,CVC
TROUVILLE,MO0382,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-26,45,20.0,8.0,7,1120.0,Récurrent,0.8,Nuit,Impact Client,CVC
VICHY,MO2404,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-19,2023-03-26,50,10.0,8.0,7,560.0,Récurrent,0.25,Nuit,Impact Client,CVC
VILLEURBANNE,MO0105,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-21,2023-03-26,60,5.0,7.0,5,175.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-20,2023-03-22,40,20.0,2.0,2,80.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-22,2023-03-23,50,30.0,2.0,1,60.0,Récurrent,1.5,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-22,2023-03-23,35,15.0,6.0,1,90.0,Récurrent,0.75,Nuit,Impact Client,Eclairage
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-23,2023-03-24,40,20.0,2.0,1,40.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-24,2023-03-25,50,30.0,2.0,1,60.0,Récurrent,1.5,Nuit,Impact Client,Changement de comportement
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-24,2023-03-25,30,10.0,6.0,1,60.0,Récurrent,0.5,Nuit,Impact Client,Eclairage
VICTOR HUGO,MP2043,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-25,2023-03-26,35,15.0,2.0,1,30.0,Récurrent,0.75,Nuit,Impact Client,Changement de comportement
CHÂTEAU ST GERMAIN,MP2034,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-19,2023-03-20,30,15.0,8.0,1,120.0,Récurrent,1,Nuit,Impact GY,Multi-usage
CHÂTEAU ST GERMAIN,MP2034,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-21,40,25.0,8.0,1,200.0,Récurrent,1.6666666666666667,Nuit,Impact GY,Multi-usage
CHÂTEAU ST GERMAIN,MP2034,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-21,2023-03-24,25,10.0,8.0,3,240.0,Récurrent,0.6666666666666666,Nuit,Impact GY,Multi-usage
GAP,MO2721,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-21,2023-03-22,30,10.0,7.0,1,70.0,Récurrent,0.5,Nuit,Impact Client,Eclairage
NEUILLY,MP2042,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-20,2023-03-26,50,25.0,4.0,6,600.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
RUE DE LAPPE,MP2064,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-20,2023-03-25,30,10.0,3.0,5,150.0,Récurrent,0.5,Nuit,Impact Client,Changement de comportement
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-19,2023-03-20,20,10.0,8.0,1,80.0,Récurrent,1,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-20,2023-03-21,50,40.0,2.0,1,80.0,Récurrent,4,Nuit,Impact Client,Eclairage
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-21,2023-03-22,30,20.0,2.0,1,40.0,Récurrent,2,Nuit,Impact Client,Eclairage
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-22,2023-03-23,50,40.0,2.0,1,80.0,Récurrent,4,Nuit,Impact Client,Eclairage
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-23,2023-03-24,30,20.0,2.0,1,40.0,Récurrent,2,Nuit,Impact Client,Eclairage
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-24,2023-03-25,45,35.0,2.0,1,70.0,Récurrent,3.5,Nuit,A définir, 
BOURSE,MP2049,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-25,2023-03-26,30,20.0,2.0,1,40.0,Récurrent,2,Nuit,Impact Client,Eclairage
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-20,2023-03-22,20,10.0,3.0,2,60.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-22,2023-03-23,15,5.0,8.0,1,40.0,Récurrent,0.5,Nuit,Impact GY,Multi-usage
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-23,2023-03-24,30,20.0,3.0,1,60.0,Récurrent,2,Nuit,Impact Client,Changement de comportement
RUE DE MARSEILLE,MP2051,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-24,2023-03-26,15,5.0,4.0,2,40.0,Récurrent,0.5,Nuit,Impact Client,Changement de comportement
PLEYEL,MP2026,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-23,30,15.0,2.0,3,90.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
PLEYEL,MP2026,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-25,20,5.0,6.0,5,150.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
PLEYEL,MP2026,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-23,2023-03-26,40,25.0,2.0,3,150.0,Récurrent,1.6666666666666667,Nuit,Impact Client,Changement de comportement
MARSEILLE NOTRE DAME,MO2334,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-19,2023-03-26,35,5.0,7.0,7,245.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
BOIS COLOMBES,MO0036,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-19,2023-03-26,60,15.0,2.0,7,210.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
LA FOURCHE,MO0308,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,60,2023-03-20,2023-03-22,65,5.0,4.0,2,40.0,Récurrent,0.08333333333333333,Nuit,Impact Client,CVC
LA FOURCHE,MO0308,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,60,2023-03-24,2023-03-25,65,5.0,3.0,1,15.0,Récurrent,0.08333333333333333,Nuit,Impact Client,CVC
SAINT CLOUD,MO0161,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,110,2023-03-24,2023-03-25,130,20.0,2.0,1,40.0,Récurrent,0.18181818181818182,Nuit,Impact Client,CVC
LE RAINCY,MO1126,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-19,2023-03-21,100,55.0,8.0,2,880.0,Récurrent,1.2222222222222223,Nuit,Impact Client,Eclairage
LE RAINCY,MO1126,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-21,2023-03-26,80,35.0,8.0,5,1400.0,Récurrent,0.7777777777777778,Nuit,Impact Client,Eclairage
LA CELLE SAINT CLOUD,MO1216,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-19,2023-03-26,60,15.0,7.0,7,735.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
MEUDON,MO0102,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-19,2023-03-20,100,35.0,6.0,1,210.0,Récurrent,0.5384615384615384,Nuit,Impact Client,Changement de comportement
MEUDON,MO0102,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,65,2023-03-20,2023-03-26,75,10.0,2.0,6,120.0,Récurrent,0.15384615384615385,Nuit,Impact Client,CVC
DRAGON,MO0421,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,90,2023-03-19,2023-03-26,100,10.0,4.0,7,280.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
ST AUGUSTIN,MO1236,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-20,2023-03-25,55,5.0,5.0,5,125.0,Récurrent,0.1,Nuit,Impact Client,CVC
LYON GUILLOTIÈRE ,MO0022,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-20,2023-03-26,50,5.0,1.0,6,30.0,Récurrent,0.1111111111111111,Nuit,Impact Client,CVC
CHARENTON,MO0109,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-19,2023-03-26,90,55.0,5.0,7,1925.0,Récurrent,1.5714285714285714,Nuit,A définir,
RAMBOUILLET,MO0027,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-22,2023-03-23,55,5.0,1.0,1,5.0,Récurrent,0.1,Nuit,Impact Client,CVC
RAMBOUILLET,MO0027,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-23,2023-03-24,55,5.0,1.0,1,5.0,Récurrent,0.1,Nuit,Impact Client,CVC
SANNOIS,MO0154,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-19,2023-03-26,45,5.0,3.0,7,105.0,Récurrent,0.125,Nuit,Impact Client,CVC
NANTERRE,MO1229,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-19,2023-03-26,35,5.0,7.0,7,245.0,Récurrent,0.16666666666666666,Nuit,Impact Client,CVC
LA GARENNE,MO0085,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,85,2023-03-19,2023-03-26,100,15.0,7.0,7,735.0,Récurrent,0.17647058823529413,Nuit,A définir, 
SOLDAT LABOUREUR,MO0336,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-21,2023-03-22,50,15.0,5.0,1,75.0,Récurrent,0.42857142857142855,Nuit,Impact GY,Multi-usage
SAINT OUEN,MO1246,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-22,60,5.0,5.0,3,75.0,Récurrent,0.09090909090909091,Nuit,A définir, 
SAINT OUEN,MO1246,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-22,2023-03-23,80,25.0,5.0,1,125.0,Récurrent,0.45454545454545453,Nuit,A définir, 
SAINT OUEN,MO1246,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-23,2023-03-26,70,15.0,5.0,3,225.0,Récurrent,0.2727272727272727,Nuit,A définir, 
AUBERVILLIERS,MO0249,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-19,2023-03-20,65,30.0,3.0,1,90.0,Récurrent,0.8571428571428571,Nuit,Impact Client,Changement de comportement
Lagny,MO1139,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-26,30,5.0,7.0,7,245.0,Récurrent,0.2,Nuit,Impact Client,CVC
Chelles,MO0078,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-20,2023-03-21,45,5.0,3.0,1,15.0,Récurrent,0.125,Nuit,Impact Client,CVC
Chelles,MO0078,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-20,2023-03-21,75,35.0,4.0,1,140.0,Récurrent,0.875,Nuit,Impact Client,Changement de comportement
Chelles,MO0078,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-21,2023-03-22,65,25.0,2.0,1,50.0,Récurrent,0.625,Nuit,Impact Client,Eclairage
La Celle Saint Cloud 2 ,MO2360,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,50,2023-03-21,2023-03-22,60,10.0,3.0,1,30.0,Récurrent,0.2,Nuit,Impact Client,CVC
Suresnes    ,MO2346,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-26,30,5.0,7.0,7,245.0,Récurrent,0.2,Nuit,A définir, 
Nimes,MO2704,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-26,60,5.0,8.0,7,280.0,Récurrent,0.09090909090909091,Nuit,A définir, 
Cannes,MO0143,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-22,75,20.0,7.0,3,420.0,Récurrent,0.36363636363636365,Nuit,Impact Client,CVC
Cannes,MO0143,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-22,2023-03-23,75,20.0,4.0,1,80.0,Récurrent,0.36363636363636365,Nuit,Impact Client,CVC
Cannes,MO0143,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-22,2023-03-23,105,50.0,3.0,1,150.0,Récurrent,0.9090909090909091,Nuit,Impact Client,Changement de comportement
Cannes,MO0143,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-23,2023-03-26,65,10.0,7.0,3,210.0,Récurrent,0.18181818181818182,Nuit,Impact Client,CVC
Chalons en champagne,MP3456,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-26,2023-03-26,15,5.0,8.0,1,40.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
Reims,MP2074,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-26,40,25.0,2.0,6,300.0,Récurrent,1.6666666666666667,Nuit,Impact Client,Changement de comportement
Reims,MP2074,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-22,2023-03-24,25,10.0,6.0,2,120.0,Récurrent,0.6666666666666666,Nuit,A définir, 
Austerlitz,MP2028,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-26,35,20.0,2.0,6,240.0,Récurrent,1.3333333333333333,Nuit,Impact Client,Changement de comportement
Secrétan,MO0394,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,40,2023-03-19,2023-03-26,45,5.0,7.0,7,245.0,Récurrent,0.125,Nuit,Impact Client,Eclairage
Rue de Lyon,MP0891,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-26,30,15.0,3.0,6,270.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
Rue de Lyon,MP0891,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-26,20,5.0,5.0,6,150.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
Garches,MO1219,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-19,2023-03-25,25,5.0,4.0,6,120.0,Récurrent,0.25,Nuit,A définir, 
Garches,MO1219,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-25,2023-03-26,35,15.0,4.0,1,60.0,Récurrent,0.75,Nuit,A définir, 
Romainville,MO2330,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-20,40,15.0,7.0,1,105.0,Récurrent,0.6,Nuit,A définir, 
Romainville,MO2330,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-20,2023-03-23,30,5.0,4.0,3,60.0,Récurrent,0.2,Nuit,Impact Client,CVC
Romainville,MO2330,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-23,2023-03-24,30,5.0,7.0,1,35.0,Récurrent,0.2,Nuit,Impact Client,CVC
Dames,MO0171,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-26,90,35.0,2.0,7,490.0,Récurrent,0.6363636363636364,Nuit,Impact GY,Multi-usage
Saint Cyr L'Ecole,MO2358,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-19,2023-03-26,75,30.0,7.0,7,1470.0,Récurrent,0.6666666666666666,Nuit,Impact Client,CVC
Argenteuil,MO0151,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,60,2023-03-20,2023-03-24,65,5.0,1.0,4,20.0,Récurrent,0.08333333333333333,Nuit,Impact Client,CVC
Convention,MO0324,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-19,2023-03-22,40,5.0,2.0,3,30.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
Convention,MO0324,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-22,2023-03-26,40,5.0,7.0,4,140.0,Récurrent,0.14285714285714285,Nuit,Impact Client,CVC
Nice Garibaldi,MO2764,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-22,60,5.0,7.0,3,105.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
Nice Garibaldi,MO2764,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-22,2023-03-23,80,25.0,7.0,1,175.0,Récurrent,0.45454545454545453,Nuit,Exploitation,Multi-usage
Nice Garibaldi,MO2764,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-23,2023-03-26,70,15.0,7.0,3,315.0,Récurrent,0.2727272727272727,Nuit,Exploitation,Multi-usage
Saint Tropez,MO2767,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,35,2023-03-25,2023-03-26,50,15.0,8.0,1,120.0,Récurrent,0.42857142857142855,Nuit,Impact Client,Eclairage
Monop Marseille Paradis,MP3419,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-19,2023-03-20,20,5.0,2.0,1,10.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
Monop Marseille Paradis,MP3419,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-22,30,15.0,2.0,2,60.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
Monop Marseille Paradis,MP3419,Monop,RL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-22,2023-03-26,25,10.0,2.0,4,80.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Changement de comportement
Saint Etienne,MO2385,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,30,2023-03-19,2023-03-26,40,10.0,7.0,7,490.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
Vitry,MO2388,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-23,2023-03-26,40,20.0,7.0,3,420.0,Récurrent,1,Nuit,Impact Client,Eclairage
Monop Louise Michel,MP2057,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-19,2023-03-20,30,5.0,8.0,1,40.0,Récurrent,0.2,Nuit,Impact Client,Eclairage
Monop Louise Michel,MP2057,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-20,2023-03-26,40,15.0,3.0,6,270.0,Récurrent,0.6,Nuit,Impact Client,Changement de comportement
Monop Louise Michel,MP2057,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,25,2023-03-20,2023-03-26,30,5.0,5.0,6,150.0,Récurrent,0.2,Nuit,Impact Client,Eclairage
Monop Paris Versailles,MP2079,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-19,2023-03-21,25,10.0,3.0,2,60.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Changement de comportement
Monop Paris Versailles,MP2079,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-19,2023-03-26,20,5.0,5.0,7,175.0,Récurrent,0.3333333333333333,Nuit,Impact Client,CVC
Monop Paris Versailles,MP2079,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-21,2023-03-26,30,15.0,3.0,5,225.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
Nice Thiers,MP2036,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-20,2023-03-26,35,15.0,3.0,6,270.0,Récurrent,0.75,Nuit,Impact Client,Changement de comportement
Monop Nice Borriglione,MP3444,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,10,2023-03-20,2023-03-25,20,10.0,2.0,5,100.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
Monop Nantes Tour de Bretagne,MP3433,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-21,20,5.0,2.0,1,10.0,Récurrent,0.3333333333333333,Nuit,Impact Client,Eclairage
Monop Nantes Tour de Bretagne,MP3433,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-21,2023-03-23,25,10.0,2.0,2,40.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Eclairage
Monop Nantes Tour de Bretagne,MP3433,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-23,2023-03-26,30,15.0,2.0,3,90.0,Récurrent,1,Nuit,Impact Client,Eclairage
Monop Marseille Mazagran,MP2076,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-19,2023-03-20,35,15.0,8.0,1,120.0,Récurrent,0.75,Nuit,Impact Client,Eclairage
Monop Marseille Mazagran,MP2076,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,20,2023-03-20,2023-03-25,30,10.0,2.0,5,100.0,Récurrent,0.5,Nuit,Impact Client,Changement de comportement
Toulouse Victor Hugo,MP2058,Monop,AL,Electricité,12,3, ,0,ZN,Mi-saison,15,2023-03-20,2023-03-26,30,15.0,2.0,6,180.0,Récurrent,1,Nuit,Impact Client,Changement de comportement
Poissy 2,MO2359,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-19,2023-03-20,60,5.0,1.0,1,5.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
Poissy 2,MO2359,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-20,2023-03-26,60,5.0,7.0,6,210.0,Récurrent,0.09090909090909091,Nuit,Impact Client,CVC
ANNECY MG,MO2814,Monoprix,RL,Electricité,12,3, ,0,ZN,Mi-saison,45,2023-03-26,2023-03-26,75,30.0,16.0,1,480.0,Récurrent,0.6666666666666666,Dim,Impact Client,Changement de comportement
ASNIERES BOURGUIGNON,MO1238,Monoprix,AL,Electricité,12,3, ,0,ZN,Mi-saison,55,2023-03-26,2023-03-26,85,30.0,8.0,1,240.0,Récurrent,0.5454545454545454,Dim,Impact Client,Changement de comportement
